CountryCode,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
4,Afghanistan, , , , , , , ,44.9, , , , , , ,32.9, , , , , , , 
8,Albania, , , , , , , ,7.1, , ,17, , , , ,6.6, , , ,6.3, , 
12,Algeria, , ,9.2, , ,11.3, , , , ,5.4, ,11.1, , ,3.7, , , , , , 
24,Angola, , , , , , ,37, , , , , , , , , , ,15.6, , , , 
32,Argentina, , , , ,1.7, ,4.7, , , , , , , , ,2.3, , , , , , 
51,Armenia, , , , , , , , ,2.7, , ,2.6, , , ,4.2, , , , , , 
31,Azerbaijan, , , , , , ,8.8, , , ,14,5.9, , , , ,8.4, , , , , 
48,Bahrain, , , , , ,7.6, , , , , , , , , , , , , , , , 
50,Bangladesh,61.5,61.2,60.6,56.1,58,55.2,54,52.5,50.7,49.5,42.3,43.2,41,38.9,42.7,37.3,37.9,41.3, , , ,36.4
112,Belarus, , , , , , , , , , , , , , , ,1.3, , , , , , 
84,Belize, , ,5.4, , , , , , , , , , , , , ,4.9, , , , , 
204,Benin, , , , , , ,26.2, , , , ,21.5, , , , ,20.2, , , , , 
64,Bhutan, , , , , , , , , ,14.1, , , , , , , , ,12, ,12.7, 
68,Bolivia,9.7,10.2,10.5, ,11, , , ,5.9, , , , , ,5.9, , , ,4.5, , , 
70,Bosnia and Herzegovina, , , , , , , , , , ,4.2, , , , ,1.6,1.6, , , , , 
72,Botswana, , , , , , ,15.1, , , ,10.7, , , , , , , ,11.2, , , 
76,Brazil, , , , , , ,4.5, , , , , , ,3.7, , , ,2.2, , , , 
854,Burkina Faso, , , ,29.6, , , , , ,33.7, , , ,35.2, , ,37.4, , ,26,25.7, 
108,Burundi, , , , , , , , , , ,38.9, , , , ,35.2, , , , ,28.8, 
116,Cambodia, , , , , , ,42.6, , , ,39.5, , , , , ,28.4, ,28.8, ,28.3, 
120,Cameroon, ,18, , , , , , ,17.3, , , , , ,15.1, ,16.6, , , , ,14.6
132,Cape Verde, , , , ,11.8, , , , , , , , , , , , , , , , , 
140,Central African Republic, , , , , ,24, , , , ,21.8, , , , , ,26.1, , , ,24, 
148,Chad, , , , , , , ,34.3, , ,29.4, , , ,33.9, , , , , ,30.3, 
152,Chile, , , , ,0.8,0.8,0.7, ,0.7,0.7, ,0.7,0.7,0.6,0.6, ,0.6,0.6,0.5, , , 
156,China,12.6, ,15.3, , ,10.7, , ,6.9, ,7.4, ,6.8, , ,4.5, , ,3.8,3.4,3.6, 
