Id,country,HIV,
4,Afghanistan,0.1
12,Algeria,0.1
24,Angola,0.7
32,Argentina,0.2
51,Armenia,0.1
36,Australia,0.1
40,Austria,0.1
31,Azerbaijan,0.1
44,Bahamas,3.8
50,Bangladesh,0.1
52,Barbados,0.4
112,Belarus,0.1
56,Belgium,0.1
84,Belize,0.3
204,Benin,0.6
64,Bhutan,0.1
68,Bolivia,0.3
72,Botswana,17.6
76,Brazil,0.3
100,Bulgaria,0.1
854,Burkina Faso,2.4
108,Burundi,4
116,Cambodia,0.9
120,Cameroon,2.7
124,Canada,0.2
132,Cape Verde,0.6
140,Central African Republic,6.9
148,Chad,2.3
152,Chile,0.1
156,China,
170,Colombia,0.3
174,Comoros,0.1
178,Congo,4
188,Costa Rica,0.1
384,Cote d'Ivoire,5.9
191,Croatia,0.1
192,Cuba,0.1
203,Czech Republic,0.1
180,Democratic Republic of the Congo,
208,Denmark,0.1
262,Djibouti,1.3
214,Dominican Republic,0.7
218,Ecuador,0.1
818,Egypt,0.1
222,El Salvador,0.1
226,Equatorial Guinea,0.7
232,Eritrea,0.4
233,Estonia,0.1
231,Ethiopia,2.8
242,Fiji,0.1
246,Finland,0.1
250,France,0.2
266,Gabon,1.8
270,Gambia,0.1
268,Georgia,0.1
276,Germany,0.1
288,Ghana,1.5
300,Greece,0.1
320,Guatemala,0.1
324,Guinea,0.6
624,Guinea-Bissau,0.4
328,Guyana,0.5
332,Haiti,2.6
340,Honduras,2.2
348,Hungary,0.1
352,Iceland,0.1
356,India,
360,Indonesia,0.1
364,Iran (Islamic Republic of),0.1
372,Ireland,0.1
376,Israel,0.1
380,Italy,0.3
388,Jamaica,1.4
392,Japan,0.1
398,Kazakhstan,0.1
404,Kenya,8.9
408,"Korea, Democratic People's Republic of",
410,"Korea, Republic of",0.1
417,Kyrgyzstan,0.1
418,Lao People's Democratic Republic,0.1
428,Latvia,0.1
422,Lebanon,0.1
426,Lesotho,11.2
430,Liberia,0.9
440,Lithuania,0.1
442,Luxembourg,0.1
450,Madagascar,0.1
454,Malawi,10.7
458,Malaysia,0.1
462,Maldives,0.1
466,Mali,1
470,Malta,0.1
478,Mauritania,0.2
480,Mauritius,0.1
484,Mexico,0.2
496,Mongolia,0.1
504,Morocco,0.1
508,Mozambique,3.8
104,Myanmar,0.4
516,Namibia,5.2
524,Nepal,0.1
528,Netherlands,0.1
554,New Zealand,0.1
558,Nicaragua,0.1
562,Niger,0.5
566,Nigeria,1.6
578,Norway,0.1
512,Oman,
586,Pakistan,0.1
591,Panama,1
598,Papua New Guinea,0.3
600,Paraguay,0.1
604,Peru,0.3
608,Philippines,0.1
616,Poland,0.1
620,Portugal,0.3
498,Republic of Moldova,0.1
642,Romania,0.1
643,Russian Federation,0.1
646,Rwanda,4.5
678,Sao Tome and Principe,0.1
686,Senegal,0.2
688,Serbia,0.1
694,Sierra Leone,0.1
702,Singapore,0.1
703,Slovakia,0.1
705,Slovenia,0.1
706,Somalia,0.5
710,South Africa,4.4
728,South Sudan,
724,Spain,0.4
144,Sri Lanka,0.1
729,Sudan,
740,Suriname,2.3
748,Swaziland,9.5
752,Sweden,0.1
756,Switzerland,0.2
762,Tajikistan,0.1
764,Thailand,2.1
768,Togo,2.1
780,Trinidad and Tobago,0.7
788,Tunisia,0.1
792,Turkey,0.1
800,Uganda,9.5
804,Ukraine,0.1
826,United Kingdom,0.1
834,United Republic of Tanzania,7.7
840,United States,0.4
858,Uruguay,0.2
860,Uzbekistan,
862,Venezuela,0.1
704,Viet Nam,0.1
887,Yemen,0.1
894,Zambia,13.7
716,Zimbabwe,23.4
