Id,country,HIV,
4,Afghanistan,0.1
12,Algeria,0.1
24,Angola,1.5
32,Argentina,0.3
51,Armenia,0.1
36,Australia,0.1
40,Austria,0.3
31,Azerbaijan,0.1
44,Bahamas,2.7
50,Bangladesh,0.1
52,Barbados,0.7
112,Belarus,0.3
56,Belgium,0.3
84,Belize,2.1
204,Benin,1.1
64,Bhutan,0.2
68,Bolivia,0.2
72,Botswana,22.7
76,Brazil,0.3
100,Bulgaria,0.1
854,Burkina Faso,1.1
108,Burundi,1.3
116,Cambodia,0.5
120,Cameroon,4.4
124,Canada,0.3
132,Cape Verde,0.7
140,Central African Republic,3.5
148,Chad,2.7
152,Chile,0.3
156,China,
170,Colombia,0.3
174,Comoros,0.1
178,Congo,2.9
188,Costa Rica,0.2
384,Cote d'Ivoire,2.9
191,Croatia,0.1
192,Cuba,0.1
203,Czech Republic,0.1
180,Democratic Republic of the Congo,
208,Denmark,0.2
262,Djibouti,1.2
214,Dominican Republic,0.6
218,Ecuador,0.2
818,Egypt,0.1
222,El Salvador,0.3
226,Equatorial Guinea,4
232,Eritrea,0.4
233,Estonia,1
231,Ethiopia,1.4
242,Fiji,0.1
246,Finland,0.1
250,France,0.3
266,Gabon,3.7
270,Gambia,0.7
268,Georgia,0.1
276,Germany,0.1
288,Ghana,1.3
300,Greece,0.1
320,Guatemala,0.2
324,Guinea,1.1
624,Guinea-Bissau,2
328,Guyana,0.8
332,Haiti,1.5
340,Honduras,0.5
348,Hungary,0.1
352,Iceland,0.2
356,India,
360,Indonesia,0.2
364,Iran (Islamic Republic of),0.1
372,Ireland,0.2
376,Israel,0.1
380,Italy,0.3
388,Jamaica,1.4
392,Japan,0.1
398,Kazakhstan,0.2
404,Kenya,6
408,"Korea, Democratic People's Republic of",
410,"Korea, Republic of",0.1
417,Kyrgyzstan,0.2
418,Lao People's Democratic Republic,0.2
428,Latvia,0.5
422,Lebanon,0.1
426,Lesotho,22.3
430,Liberia,0.9
440,Lithuania,0.1
442,Luxembourg,0.2
450,Madagascar,0.2
454,Malawi,9.9
458,Malaysia,0.4
462,Maldives,0.1
466,Mali,0.9
470,Malta,0.1
478,Mauritania,0.6
480,Mauritius,0.7
484,Mexico,0.2
496,Mongolia,0.1
504,Morocco,0.1
508,Mozambique,10
104,Myanmar,0.5
516,Namibia,10.9
524,Nepal,0.2
528,Netherlands,0.2
554,New Zealand,0.1
558,Nicaragua,0.1
562,Niger,0.7
566,Nigeria,3.3
578,Norway,0.1
512,Oman,
586,Pakistan,0.1
591,Panama,0.5
598,Papua New Guinea,0.6
600,Paraguay,0.1
604,Peru,0.2
608,Philippines,0.1
616,Poland,0.1
620,Portugal,0.6
498,Republic of Moldova,0.4
642,Romania,0.1
643,Russian Federation,0.8
646,Rwanda,2.7
678,Sao Tome and Principe,0.7
686,Senegal,0.6
688,Serbia,0.1
694,Sierra Leone,1.3
702,Singapore,0.1
703,Slovakia,0.1
705,Slovenia,0.1
706,Somalia,0.5
710,South Africa,16.5
728,South Sudan,
724,Spain,0.4
144,Sri Lanka,0.1
729,Sudan,
740,Suriname,0.7
748,Swaziland,24.8
752,Sweden,0.1
756,Switzerland,0.3
762,Tajikistan,0.2
764,Thailand,1.2
768,Togo,2.8
780,Trinidad and Tobago,1.4
788,Tunisia,0.1
792,Turkey,0.1
800,Uganda,6.7
804,Ukraine,0.6
826,United Kingdom,0.2
834,United Republic of Tanzania,5.4
840,United States,0.5
858,Uruguay,0.2
860,Uzbekistan,
862,Venezuela,0.3
704,Viet Nam,0.4
887,Yemen,0.1
894,Zambia,11.9
716,Zimbabwe,14.6
